hotel_id,type,name,address,rooms,grade,district,aga_division,local_authority,longitude,latitude
HOTEL_1081,Home Stay Units,MANGO VILLA,"NO-13/129, 3RD LANE, CHANDRA WETTASINGHE MAWATHA, NAWALA, KOSWATTA.",3,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.897213,6.896087
HOTEL_1082,Home Stay Units,NATURE PARADISE,"ETHULGASHINNA,KITHAL-ELLA,ELLA",2,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.083528,6.861187
HOTEL_1083,Home Stay Units,PADDY FIELD VIEW,"""SAMAN"",WELLAWAYA ROAD,ELLA",5,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.095229,6.867295
HOTEL_1084,Home Stay Units,THE ONE STAR HOME STAY,"ETHIMALE GEDARA,KITHAL-ELLA,ELLA",1,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042423,6.870513
HOTEL_1085,Home Stay Units,7TH HILL,"KIRIMETIYA GEDARA,KITHAL-ELLA,ELLA",3,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04003,6.868833
HOTEL_1086,Home Stay Units,VILLAGE VIEW HOME STAY,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04545,6.871314
HOTEL_1087,Home Stay Units,SUNRAY HOME STAY,"""SAMAN"" WELLAWAYA ROAD,ELLA",2,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046012,6.870202
HOTEL_1088,Home Stay Units,AVINKA VILLA,"WALPOLAWATHTHA, TALPE NORTH, UNAWATUNA",3,THREE,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.278126,6.000995
HOTEL_1089,Home Stay Units,MORNING LIGHT,"WATAGODAWATTA,KITHAL-ELLA,ELLA",1,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044952,6.869198
HOTEL_1090,Home Stay Units,REVERIE HILL BUNGALOW,"40/8D, HILPANKADURA MAWATHA, KANDY",2,FOUR,Kandy,Kandy,Gagawata,80.654138,7.277513
HOTEL_1091,Home Stay Units,EAGLE LODGE,"EAGLE LODGE, VICTORIA GOLF RESORT, DIGANA",4,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.7742644,7.2650791
HOTEL_1092,Home Stay Units,TRAVELLERS HOME,"538 (67/11), GOHAGODA ROAD, KATUGASTOTA",2,THREE,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.623502,7.315674
HOTEL_1093,Home Stay Units,THE CITY HIDEOUT,"NO 475/19, LAKE CRESCENT, RAJAGIRIYA",5,THREE,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,79.888422,6.909424
HOTEL_1094,Home Stay Units,HARITHA COTTAGE,"60/Q/3 LUMBINI GARDENS LUMBINI MAWATHA,DALUGAMA,KELANIYA",2,FOUR,Gampaha,Kelaniya Pradeshiya Sabha,Mahara Divisional Secretariat,79.919137,6.975736
HOTEL_1095,Home Stay Units,LOVE IS SWEET COTTAGE,"""SAMANSIRI"" ETHIMALE,KITHAL-ELLA,ELLA",1,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044138,6.86269
HOTEL_1096,Home Stay Units,DAWN VIEW HOMESTAY,"ELLA WATERFALL ROAD,ELLA",2,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.052249,6.881556
HOTEL_1097,Home Stay Units,MY INN GUEST HOUSE,"NO:60, KUDUGALPATHANA, KITHALELLA, ELLA",2,THREE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044138,6.86269
HOTEL_1098,Home Stay Units,CINNAMON APARTMENT,"NO 12/B/2/1,WATTALPOLA ROAD, WALANA, PANADURA",2,THREE,Kalutara,Panadura,Panadura Divisional Secretariat,79.9067978,6.7287176
HOTEL_1099,Home Stay Units,SKYLINE MOUNT BUNGALOW,"236/29,SUMMER FIELD SUMMIT, ANGUNAWELA, PERADENIYA",4,FIVE,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.591459,7.243702
HOTEL_1100,Home Stay Units,HEAVEN UPON RICE FIELDS,"3/3 A NUWARAVEWA WATHTHA, MIHINTHALA ROAD, JAFFNA JUNCTION, ANURADAPURA.",3,FOUR,Anuradhapura,Anuradhapura,Anuradhapura East,80.5,8.35
HOTEL_1101,Home Stay Units,NATURE VIEW RESORT,"NO:83/B PAHALA MADAMPALA,KATULANDA,AKARAGAMA",3,THREE,Gampaha,Negombo,Divulapitiya Divisional Secretariat,79.957041,7.27348
HOTEL_1102,Home Stay Units,THE CASTLE OF KANDY,"NO:147/22, DHARMASHOKA MW, LEWELLA, KANDY",4,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.647176,7.301356
HOTEL_1103,Home Stay Units,CAMBELS LANE FOREST VIEW,"20/17A, 1ST LANE, SIYAMBALAGASTENNA ROAD, KANDY",2,THREE,Kandy,Kandy,Kandy Divisional Secretariat,80.630684,7.322684
HOTEL_1104,Home Stay Units,SUGAR VILLA,"NO/18F,PETER MEDIS ROAD,NEGAMBO",5,FOUR,Gampaha,Negombo,Negombo Divisional Secretariat,79.842796,7.227029
HOTEL_1105,Home Stay Units,JAYAVIMANA,"NO.147/20, DHARMASHOKA MAWATHA, LEWELLA, KANDY",1,THREE,Kandy,Kandy,GANGAWATA KORALAYA,80.649138,7.299508
HOTEL_1106,Home Stay Units,THIAGI INN,"20/B, ATAPATTU ROAD, DEHIWALA",1,FOUR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.880083,6.830118
HOTEL_1107,Home Stay Units,DILU'S HOMESTAY,"14/21, 1ST CROSS,THIRUCHENDUR, BATTICALOA",2,THREE,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,81.67473,7.730997
HOTEL_1108,Home Stay Units,GLORIA GUEST ROOMS,"78 MAIN ROAD,KALPITIYA.",3,THREE,Puttalam,Kalpitiya Pradeshiya Sabha,Puttalam Divisional Secretariat,79.759614,8.229528
HOTEL_1109,Home Stay Units,SANUPA VILLA KANDY,"NO. 09 MAHAWELI BREEZE,,MALIGATHENNA GURUDENIYA,,KANDY.",2,FOUR,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.703184,7.265038
HOTEL_1110,Home Stay Units,THAL SEWANA,"37/B, PIDURANGALA TEMPLE ROAD,SIGIRIYA,",4,FOUR,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.76218,7.965655
HOTEL_1111,Home Stay Units,GRANARY HOME STAY,"NO 80,,PAMUNUWA,,PILIMATALAWA.",4,FOUR,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.572178,7.240107
HOTEL_1112,Home Stay Units,JUNGLE VILLAGE HOMESTAY,"A-92,,GALPOLA,,MOLAGODA,",1,THREE,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.389404,7.277056
HOTEL_1113,Home Stay Units,GREAT HOSPITALITY IN HILL COUNTRY,"NO 8/4 A ,,MADDEPATANA,AMPIYIYA",3,THREE,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.66321,7.268636
HOTEL_1114,Home Stay Units,PARISARE,"97/3,ROSMEAD PLACE,COLOMBO 7",1,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.866084,6.906528
HOTEL_1115,Home Stay Units,KEVINS VILLA,"36/12,SANGARAJA MAWATHA,KANDY",4,THREE,Kandy,Kandy,Kandy Divisional Secretariat,80.643254,7.289666
HOTEL_1116,Home Stay Units,EVERGREEN HOMESTAY,"NO..33,MABLE COORAY MAVATHA,PRIMROSEGARDEN,KANDY",2,FOUR,Kandy,Kandy,GANGAWATA KORALAYA,80.614567,7.281205
HOTEL_1117,Home Stay Units,RIVORICH RESIDENCE,"NO 8/6, RIVERSIDE GARDEN, SIRIMALWATTA,,GUNNEPANA,KANDY",7,FIVE,Kandy,Kundasle,Kundasale Divisional Secretariat,80.669273,7.315507
HOTEL_1118,Home Stay Units,LUMBINI INN,"NO 7,L,PARADISE GARDEN, LEWKE MAWATHA,WAHUGAPITIYA.,,PUSSELLAWA",4,THREE,Kandy,Udapalatha,Udapalatha Divisional Secretariat,80.638241,7.110983
HOTEL_1119,Home Stay Units,KANDY HILL VIEW HOME STAY,"50/10,,UPLANDS,,KANDY.",1,THREE,Kandy,Kandy,Kandy Divisional Secretariat,80.633726,7.290572
HOTEL_1120,Home Stay Units,AVAANA BY SPRINGHILLS,"103/2, DOOLWALA,,HALLOLUWA,KANDY",2,THREE,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.595915,7.311916
HOTEL_1121,Home Stay Units,OCEAN PEBBLES,"24A,,HILL STREET,,DEHIWELA",3,FOUR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.8665,6.851297
HOTEL_1122,Home Stay Units,LAKESIDE LODGE KANDY,"36/1,SANGARAJA MAWATHE,KANDY",2,THREE,Kandy,Kandy,Kandy Divisional Secretariat,80.643209,7.28971
HOTEL_1123,Home Stay Units,CHAMALKAS HOMESTAY,"67A,CHURCH STREET,FORT GALLE",4,FIVE,Galle,Galle,Galle Divisional Secretariat,80.216964,6.029135
HOTEL_1124,Home Stay Units,VILLA ARUNALU KANDY,"NO 383/D ILLUKMODARA ESTATE,THENNEKUMBURA,KANDY",4,FIVE,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.633726,7.290572
HOTEL_1125,Rented Apartments,COTTAGE GARDEN BUNGALOWS,"42-48, COLLEGE AVENUE, MOUNT LAVINIA",3,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.864464,6.838671
HOTEL_1126,Rented Apartments,CINNAMON PENTHOUSE,"24-3F CRESCAT RESIDANCIES, NO75, GALLE ROAD, COLOMBO 03.",5,FIVE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.84808,6.917928
HOTEL_1127,Rented Apartments,MILAN SQUARE,"7/5, 10, 37TH LANE, COLOMBO 06",3,FOUR,Colombo,Colombo,Colombo Divisional Secretariat,79.862908,6.869139
HOTEL_1128,Rented Apartments,STATION COURT,"3/3, 19, WELLAWATTE ROAD, COLOMBO 6",3,FOUR,Colombo,Colombo,Colombo Divisional Secretariat,79.8582943,6.8746633
HOTEL_1129,Rented Apartments,NIRANA APARTMENT,"21, CHAPEL ROAD, NUGEGODA",2,FOUR,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,79.886749,6.871861
HOTEL_1130,Rented Apartments,AMALI HOME STAY,"258/C, BOWALAWATTE, KANDY",1,THREE,Kandy,Kandy,Gagawata,80.617781,7.259649
HOTEL_1131,Rented Apartments,PINE STUDIO,"15/3, ASHLEY HILLS RESIDENCIES, LADY MACCULUM DRIVE, NUWARA ELIYA",1,FIVE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.769601,6.976232
HOTEL_1132,Rented Apartments,ANNIWATTE COTTAGE,"4/36, PITAKANDA ROAD, ANNIWATTE, KANDY",2,FOUR,Kandy,Kandy,GANGAWATA KORALAYA,80.61939,7.287361
HOTEL_1133,Rented Apartments,HOME STAY MATARA,"1/9 B, BROWNS HILL, MATARA",3,FOUR,Matara,Matara,Matara Divisional Secretariat,80.561313,5.943112
HOTEL_1134,Rented Apartments,NORTHWOOD RESIDENCE,"NO 414/1, ROMEN PARK, MUDUKATUWA, MARAWILA",3,FOUR,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,79.831006,7.391675
HOTEL_1135,Rented Apartments,SELFCATE-KANDY,"NO. 29/262A, SHANTHI KUMAR RAMASINGHE MAWATHA, AMPITIYA ROAD, KANDY",6,FOUR,Kandy,Kandy,Gagawata,80.651033,7.28552
HOTEL_1136,Rented Apartments,ERONEE VILLA,"SRI DHARMA VIJAYARAMA MAWATHA, SOORIYAGODA, BENTOTA.",1,THREE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.998414,6.416431
HOTEL_1137,Rented Apartments,VILLA MOUNT ROSE,"NO:9/22 E,WEWALWALA ROAD,BATAGANVILA,GALLE.",3,FIVE,Galle,Galle,Galle Divisional Secretariat,80.210731,6.057249
HOTEL_1138,Rented Apartments,THE NUMBER 8 APARTMENTS,"NO:08, BEACH ROAD, MOUNT LAVINIA",4,THREE,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.865395,6.842628
HOTEL_1139,Rented Apartments,@ IDDAMAL,"10A, IDDAMAL MAWATHA, OFF TEMPLERS ROAD, MT LAVANIA",4,FOUR,Colombo,MC,Ratmalana Divisional Secretariat,79.879081,6.827457
HOTEL_1140,Rented Apartments,SEA LION APARTMENT,"APARTMENT NO.3/4, (THIRD FLOOR), NO.34, EBENEZER PLACE, DEHIWALA.",3,FOUR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.880083,6.830118
HOTEL_1141,Rented Apartments,SUNLIGHT APARTMENT,"NO.18,ABDUL GAFOOR MAWATHA,COLOMBO 03",4,FOUR,Colombo,Colombo,Colombo Divisional Secretariat,79.850682,6.912815
HOTEL_1142,Rented Apartments,RANMAL HOLIDAYS,"122/5 2/1, LAKE EDGE RESIDENCIES,ATTIDIYA ROAD,BELANTHARA,DEHIWALA",2,THREE,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.8846,6.851271
HOTEL_1143,Rented Apartments,CHAYA HILLS KANDY,"ROSLIN HILL ESTATE,HINDAGALA,PERADENIYA,KANDY",6,FOUR,Kandy,Kandy,Gagawata,80.602142,7.237552
HOTEL_1144,Rented Apartments,STAR CITY VILLA,"475/15, ELVITIGALA MAWATHA, COLOMBO 05",4,FOUR,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.876824,6.889027
HOTEL_1145,Rented Apartments,COLOMBO SEA VIEW APARTMENT,"48-8/1,HAIG ROAD,BAMBALAPITIYA",3,FIVE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854882,6.900996
HOTEL_1146,Rented Homes,TRAVELLERS REST HOME,"13C, BUWANEKABA ROAD, SINGHEPITIYA, GAMPOLA",3,THREE,Kandy,Gampola,Kandy Divisional Secretariat,80.5606323,7.1593573
HOTEL_1147,Rented Homes,AIRPORT NEAR REST,"245/31, CHURCH ROAD, RANAWIRU MAWATHA, LIYANAGEMULLA, SEEDUWA",1,THREE,Gampaha,Seeduwa,Katana Divisional Secretariat,79.8752832,7.1366583
HOTEL_1148,Rented Homes,AVON VILLA,"NO. 61/30, THUDUWEGODA ROAD, AMARASENA MAWATHA, HIKKADUWA",3,THREE,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100697,6.139111
HOTEL_1149,Rented Homes,SAVENRA GARDEN RESORT,"13A, RATHABALAHENA ESTATE, PADUKKA ROAD, GODAGAMA, MEEGODA.",5,FOUR,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.0366513,6.8501663
HOTEL_1150,Rented Homes,COZY BEDS,"NO 29/ 2A, CHAPEL ROAD, NUGEGODA.",4,FOUR,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,79.8924142,6.8720807
HOTEL_1151,Tourist Hotels,THE GATEWAY HOTEL AIRPORT GARDEN COLOMBO,"234/238, COLOMBO-NEGOMBO ROAD, SEEDUWA",309,UNRATED,Gampaha,Negombo,Negombo Divisional Secretariat,79.86942,7.143205
HOTEL_1152,Tourist Hotels,CORAL ROCK BY BANSEI,"NO.340, GALL ROAD, HIKKADUWA",30,UNRATED,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100061,6.134378
HOTEL_1153,Tourist Hotels,LAVENDISH WILD SAFARI HOTEL,"NO 01 ELA, HANDUNGAMUWA, WASGAMUWA, MATALE",24,UNRATED,Matale,Matale,Matale Divisional Secretariat,80.925984,7.618698
HOTEL_1154,Tourist Hotels,SIDDHALEPA AYURVEDA HEALTH RESORT,"SAMANTHARA ROAD, WADDUWA",50,UNRATED,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.935723,6.642573
HOTEL_1155,Tourist Hotels,ROYAL PALMS BEACH HOTEL,"DE ABREW ROAD, WASKADUWA, KALUTARA",123,UNRATED,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.948656,6.610027
HOTEL_1156,Tourist Hotels,SEA LOTUS PARK HOTEL,"NO.33,ALLESGARDEN,TRINCOMALEE.",25,UNRATED,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.218406,8.614524
HOTEL_1157,Tourist Hotels,AVANI KALUTARA RESORT,"40,ST. SEBASTIANS ROAD,KATUKURUNDA, KALUTARA",105,UNRATED,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.960416,6.568479
HOTEL_1158,Tourist Hotels,HOTEL LANKA PARADISE,"1/9, AMARASENA MAWATHA, HIKKADUWA.",21,UNRATED,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102984,6.139194
HOTEL_1159,Tourist Hotels,WELCOMBE HOTEL,"NO. 66, LOWER ROAD, ORRS HILL, TRINCOMALEE",20,UNRATED,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.215834,8.570034
HOTEL_1160,Tourist Hotels,THILANKA RESORTS & SPA,"NO.51,GODAWALAYAYA,MORAGOLLA,DAMBULLA.",12,UNRATED,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.6552693,7.8221483
HOTEL_1161,Tourist Hotels,HOTEL LANKA SUPER CORALS,"NO.390,GALLE ROAD,HIKKADUWA.",100,UNRATED,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102295,6.129903
HOTEL_1162,Tourist Hotels,ELEPHANT REACH HOTEL,"YALA JUNCTION,KIRINDA TISSAMAHARAMA.",28,UNRATED,Hambantota,Hambantota,Thissamaharama Divisional Secretariat,81.331186,6.228965
HOTEL_1163,Tourist Hotels,JETWING BEACH,"ETHUKALA,NEGOMBO.",78,UNRATED,Gampaha,Negombo,Negombo Divisional Secretariat,79.841713,7.243757
HOTEL_1164,Tourist Hotels,JETWING LIGHTHOUSE,"DADELLA,GALLE.",85,UNRATED,Galle,Galle,Galle Divisional Secretariat,80.194348,6.042663
HOTEL_1165,Tourist Hotels,JETWING LAGOON,"PAMUNUGAMA ROAD, THALHENA,NEGOMBO.",55,UNRATED,Gampaha,Negombo,Negombo Divisional Secretariat,79.8237105,7.1680341
HOTEL_1166,Tourist Hotels,THE SAFARI,TISSAMAHARAMA,57,UNRATED,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.291211,6.287747
HOTEL_1167,Tourist Hotels,THE LAKE,"NEW TOWN, POLONNNARUWA.",40,UNRATED,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,80.992612,7.924354
HOTEL_1168,Tourist Hotels,SERENE GRAND HOTEL,"NO.113, RAJAPIHILLA MAWATHA, KANDY",21,UNRATED,Kandy,Kandy,Kandy Divisional Secretariat,80.641491,7.286564
HOTEL_1169,Tourist Hotels,DICKWELLA RESORT,"BATEEGAMA,DICKWELLA.",61,UNRATED,Matara,Matara,Dickwella Divisional Secretariat,80.685998,5.959117
HOTEL_1170,Tourist Hotels,AYURVEDA PARAGON,"P.O.BOX 01, 80615, TALPE",82,UNRATED,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.284404,5.995887
HOTEL_1171,Tourist Hotels,THE TOURMALINE,"ANNIEWATTE, KANDY",24,UNRATED,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.625623,7.291288
HOTEL_1172,Tourist Hotels,JETWING AYURVEDA,"NO.14, ETTHUKALA, NEGOMBO",12,UNRATED,Gampaha,Negombo,Negombo Divisional Secretariat,79.841884,7.236983
HOTEL_1173,Tourist Hotels,GREEN PARADISE AGRO ECO HOTEL,"KUBUKKADANWALA,DAMBULLA.",67,UNRATED,Matale,Matale,Matale Divisional Secretariat,80.733751,7.899706
HOTEL_1174,Tourist Hotels,CORAL SANDS HOTEL,"326,GALLE ROAD,HIKKADUWA.",72,UNRATED,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.099676,6.136629
HOTEL_1175,Tourist Hotels,ROYAL CASTLE,"140,LEWIS PLACE,NEGOMBO.",20,UNRATED,Gampaha,Negombo,Negombo Divisional Secretariat,79.840848,7.228003
HOTEL_1176,Tourist Hotels,PELWEHERA VILLAGE RESORT,"BULAGALA JUNCTION,PELWEHERA,DAMBULLA.",16,UNRATED,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.669359,7.903622
HOTEL_1177,Tourist Hotels,HOTEL THILANKA,"NO.3,SANGAMITTA MAWATHA,KANDY.",86,UNRATED,Kandy,Kandy,Kandy Divisional Secretariat,80.645743,7.291327
HOTEL_1178,Tourist Hotels,TURYAA - KALUTARA,"KUDAWASKADUWA, KALUTARA",96,UNRATED,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9387718,6.6289085
HOTEL_1179,Tourist Hotels,BANDARAWELA HOTEL,"NO 14, WELIMADA ROAD, BANDARAWELA",33,UNRATED,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.989062,6.831583
HOTEL_1180,Tourist Hotels,HARIDRA RESORT & SPA,"921,PARALLEL ROAD,POHODDARAMULLA,WADDUWA.",32,UNRATED,Kalutara,Kalutara Pradeshiya Sabha,Wadduwa,79.934133,6.644964
HOTEL_1181,Tourist Hotels,UNAWATUNA BEACH RESORT,"PARANGIYAWATTA,UNAWATUNA,GALLE",73,UNRATED,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2470003,6.0104413
HOTEL_1182,Tourist Hotels,HIKKADUWA BEACH HOTEL,"298,GALLE ROAD,HIKKADUWA",52,UNRATED,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.099433,6.138497
HOTEL_1183,Tourist Hotels,PALM PARADISE CABANAS,"GOYAMBOKKA,TANGALLE",22,UNRATED,Hambantota,Hambantota,Tangalle Divisional Secretariat,80.7802,6.009518
HOTEL_1184,Tourist Hotels,AIDA HOTEL,"NO.12A,MANGALA MAWATHA,BENTOTA",34,UNRATED,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.9960523,6.4245209
HOTEL_1185,Tourist Hotels,ALPINE HOTEL,"NO.4 ,HADDON HILL ROAD,NUWARAELIYA",25,UNRATED,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7637973,6.9625923
HOTEL_1186,Tourist Hotels,CITRUS - HIKKADUWA,"NO.400,GALLE ROAD,HIKKADUWA",54,UNRATED,Galle,Galle,Hikkaduwa Divisional Secretariat,80.102953,6.129744
HOTEL_1187,Tourist Hotels,AMBALAMA LEISURE LOUNGE,"IHALA HANWELLA,HANWELLA",14,UNRATED,Colombo,Colombo,Colombo Divisional Secretariat,80.095664,6.912643
HOTEL_1188,Tourist Hotels,AYURVEDA WALAUWA,"WARAHENA,BENTOTA",20,UNRATED,Galle,Galle,Benthota Divisional Secretariat,79.999999,6.42
HOTEL_1189,Tourist Hotels,BARBERYN AYURVEDIC BEACH RESORT,"KAPPARATOTA,WELIGAMA",60,UNRATED,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.407254,5.959899
HOTEL_1190,Tourist Hotels,BINVINO,"GAMPOLA WATTA, NARANVITA, GAMPOLA.",25,UNRATED,Kandy,Kandy,Doluwa Divisional Secretariat,80.589352,7.167381
HOTEL_1191,Tourist Hotels,CLUB PARADISE HOTEL,"NATIONAL HOLIDAY RESORT,BENTOTA",24,UNRATED,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.9894613,6.4373579
HOTEL_1192,Tourist Hotels,HOTEL COUNTRY COMFORT,"32,POLICE STATION ROAD,ELLA",18,UNRATED,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.048373,6.876185
HOTEL_1193,Tourist Hotels,DREAM BEACH HOTEL,"NO.509,GALLE ROAD AMBALANGODA",24,UNRATED,Galle,Galle,Ambalangoda Divisional Secretariat,80.046462,6.245428
HOTEL_1194,Tourist Hotels,HOTEL EVA LANKA,"HOTEL EVA LANKA,TANGALLE ROAD,TANGALLE.",29,UNRATED,Hambantota,Hambantota,Tangalle Divisional Secretariat,80.762216,6.002818
HOTEL_1195,Tourist Hotels,HOTEL EDEN GARDEN,"SIGIRIYA ROAD,INAMALUWA,DAMBULLA",36,UNRATED,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.688691,7.929571
HOTEL_1196,Tourist Hotels,ELLA JUNGLE RESORT,"UVA,KARANDAGOLLA,ELLA",22,UNRATED,Badulla,Badulla,Badulla Divisional Secretariat,81.0715806,6.8268869
HOTEL_1197,Tourist Hotels,GOLDEN STAR BEACH HOTEL,"NO.163,LEWIS PLACE,NEGOMBO",62,UNRATED,Gampaha,Negombo,Negombo Divisional Secretariat,79.840343,7.226821
HOTEL_1198,Tourist Hotels,HANTANE SHADOW RESORT,"SPRING HILL ESTATE,HEERASSAGALA,KANDY",11,UNRATED,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.632433,7.261332
HOTEL_1199,Tourist Hotels,HELGAS FOLLY,"NO.70,RAJAPIHILLA MAWATHA,KANDY.",25,UNRATED,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.646196,7.284489
HOTEL_1200,Tourist Hotels,BAY BEACH HOTEL,"KAPPARATOTA,WELIGAMA",60,UNRATED,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.418936,5.959292
HOTEL_1201,Tourist Hotels,HILL CLUB,"29,GRAND HOTEL ROAD,NUWARAELIYA",39,UNRATED,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.763416,6.970311
HOTEL_1202,Tourist Hotels,POLONNARUWA HOLIDAY INN,"POLONNARUWA HOLIDAY INN, BENDIWEWA, POLONNARUWA",24,UNRATED,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.988284,7.959284
HOTEL_1203,Tourist Hotels,HOTEL CHANDRIKA,"KATARAGAMA ROAD, TISSAMAHARAMA",20,UNRATED,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.331018,6.412938
HOTEL_1204,Tourist Hotels,HOTEL CHATHUMEDURA VILLAGE INN,"NO.258/1,IHALAYAGODA,YAGODA",22,UNRATED,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.000686,7.053018
HOTEL_1205,Tourist Hotels,HOTEL HEMALEE,"POLONNARUWA ROAD,GIRITALE",16,UNRATED,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.926184,7.995609
HOTEL_1206,Tourist Hotels,OLYMPUS PLAZA HOTEL,"NO.75,WELIMADA ROAD,HAPUTALE",30,UNRATED,Badulla,Haputale,Haputale Divisional Secretariat,80.952255,6.766203
HOTEL_1207,Tourist Hotels,INDURUWA BEACH RESORT,"GALLE ROAD,KAIKAWALA,INDURUWA",90,UNRATED,Galle,Galle,Galle Divisional Secretariat,80.008537,6.376688
HOTEL_1208,Tourist Hotels,INSIGHT,"NO.67,MATARA ROAD,AHANGAMA.",32,UNRATED,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.359938,5.973159
HOTEL_1209,Tourist Hotels,KOSGODA BEACH RESORT,"P.O.BOX.1,NUPE,KOSGODA",50,UNRATED,Galle,Galle,Balapitiya Divisional Secretariat,80.024891,6.341
